,loc,,,,,,,,,,,,,,,,,,,sp,no,,,spz,%FILARIA,IR_character,IR,,,allele,,,
COUNTRY,,LAT,LONG,TIME PERIOD OF STUDY,YEAR START,YEAR END,COLLECTION METHOD,METHOD OF SAMPLING COLLECTION,"SAMPLING METHOD_IR (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_PSC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ETC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_HLC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ORC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_LC (0- No, 1- Yes, 2- In combination, 9- Unknown)",STAGE OF COLLECTION,"COLLECTION STAGE (1- AC,2- LC,3- AC+LC, 4- LC+PC, 9-Unknown)",MORPHOLOGICAL IDENTIFICATION METHOD,MOLECULAR IDENTIFICATION METHOD,ID METHOD,,,S form,M form, ,,,,,KDR allele,,Comment,AUTHOR,REFERENCE
NIGERIA,Garki district,12.44,9.19,,1973,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. gambiae s.l,18,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1971,1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1403,,,1.7,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1971,1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,25880,,,1.4,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1971,1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1966,,,2.6,,,,,,,Propoxur and low frequency MDA,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1971,1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1713,,,3.8,,,,,,,Propoxur and high frequency MDA,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,May - Oct 1972,1972,1972,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,594,,,3.2,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,May - Oct 1972,1972,1972,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,252,,,0.4,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,May - Oct 1972,1972,1972,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,107,,,2.8,,,,,,,Propoxur and low frequency MDA,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,May - Oct 1972,1972,1972,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,83,,,2.4,,,,,,,Propoxur and high frequency MDA,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1973,1973,1973,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1786,,,1.4,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1973,1973,1973,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1005,,,0.7,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1973,1973,1973,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,506,,,0.4,,,,,,,Propoxur and low frequency MDA,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1973,1973,1973,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,196,,,1.5,,,,,,,Propoxur and high frequency MDA,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,July - Dec 1974,1974,1974,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,188,,,0.5,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,July - Dec 1974,1974,1974,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1896,,,0.4,,,,,,,Propoxur and high frequency MDA,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,July - Nov 1975,1975,1975,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,335,,,3,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,July - Nov 1975,1975,1975,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1233,,,1.3,,,,,,,Propoxur and high frequency MDA,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,1974 - 1975,1974,1975,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,126,,,3.2,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1971,,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. wellcomei,,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Sokoto,13.05,5.21,,,,,,9,9,9,9,9,9,AC,1,,,,An. funestus complex,239,,,,,Resistant,1,DDT,,,,"Ramakrishna & Elliot, 1957",[174]
NIGERIA,Sokoto,13.05,5.21,,,,,,9,9,9,9,9,9,AC,1,,,,An. funestus complex,205,,,,,Resistant,1,BHC,,,,"Ramakrishna & Elliot, 1957",[174]
NIGERIA,Sokoto,13.05,5.21,,,,,,9,9,9,9,9,9,AC,1,,,,An. funestus complex,281,,,,,Resistant,1,Dieldrin,,,,"Ramakrishna & Elliot, 1957",[174]
NIGERIA,Sokoto,13.05,5.21,,,,,,9,9,9,9,9,9,AC,1,,,,An. funestus complex,87,,,,,Resistant,1,DDT,,,,"Ramakrishna & Elliot, 1957",[174]
NIGERIA,Abeokuta,7.15,3.35,Aug 2005 - July 2006,2005,2006,CDC light trap,CDC light trap,CDC light trap,0,0,0,0,0,AC,1,"Gillett, 1972",,Morph only,An. gambiae s.l,364,,,,,,,,,,,"Adeleke et al., 2010",[175]
NIGERIA,Abeokuta,7.15,3.35,Aug 2005 - July 2006,2005,2006,CDC light trap,CDC light trap,CDC light trap,0,0,0,0,0,AC,1,"Gillett, 1972",,Morph only,An. funestus complex ,7,,,,,,,,,,,"Adeleke et al., 2010",[175]
NIGERIA,Lokoja,7.8,6.74,,1900,,LC,LC,0,LC,0,0,0,1,LC,2,,,,An. gambiae s.l,281,,,,5.7,,,,,,,Annett et al 1901,[73]
NIGERIA,Ibadan,7.39,3.9,Nov 1968- March 1970,1968,1970,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,,,,,0,,,,,,,"Ogunba, 1971",[69]
NIGERIA,Ibadan,7.39,3.9,Nov 1968- March 1970,1968,1970,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,,,,,0,,,,,,,"Ogunba, 1971",[69]
NIGERIA,Illorin,8.5,4.55,Jan 2005 - Dec 2006,2005,2006,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987",,Morph only,An. gambiae s.l,3772,,,,,,,,,,,Olayemi & Ande 2008,[176]
NIGERIA,Sokoto,13.05,5.21,,,,Insect hand nets and collection cage,Insect hand nets and collection cage,0,0,0,0,0,0,AC,1,,,,An. gambiae s.l,,,,,,,,,,,,Manga et al 2008,[177]
